id	SRR941816.bam	SRR941817.bam	SRR941818.bam	SRR941819.bam
gene-YAR020C	8.76511015593921	3.7520676060176	0	11.1392080328835
gene-YAR023C	109.900996570622	110.953999206521	34.9649562841397	29.1333133167722
gene-YNCA0005W	0	0	0	0
gene-YNCA0006C	0	0	0	0
gene-YAR027W	537.36867648335	356.446422571672	63.5726477893449	82.2587670120627
gene-YAR028W	180.021877818136	158.122849110742	44.5008534525415	46.2705564442852
gene-YAR029W	47.8709862362834	33.2325987961559	22.2504267262707	24.8490025348939
gene-YAR031W	12.8105456125265	11.2562028180528	6.35726477893449	5.99803509462957
gene-YAR033W	10.1135886414683	6.96812555403269	0	1.71372431275131
gene-YAR035W	5999.38078211901	1456.33824079283	244.754693988978	92.5411128885705
gene-YAR035C-A	9.43934939870377	3.7520676060176	0	0
gene-YAR042W	900.783628333445	457.752247934148	254.29059115738	187.652812246268
gene-YAR050W	105.855561114035	73.969332804347	19.0717943368035	11.1392080328835
gene-YAR061W	7.4166316704101	9.11216418604275	3.17863238946725	0.856862156375653
gene-YAR064W	1.34847848552911	2.68004829001257	0	3.42744862550261
gene-YAR066W	0.674239242764555	1.07201931600503	0	1.71372431275131
gene-YAR068W	9.43934939870377	54.6729851162565	9.53589716840174	5.14117293825392
gene-YAR071W	37.7573975948151	19.2963476880905	6.35726477893449	17.1372431275131
gene-YBL113C	151.02959037926	130.250346894611	34.9649562841397	40.2725213496557
gene-YBL112C	0	0	0	0
gene-YBL111C	0.674239242764555	0.536009658002515	0	0
gene-YBL108C-A	2.02271772829366	0	0	0
gene-YNCB0001W	0.674239242764555	0	0	0.856862156375653
gene-YBL107C	175.976442361549	194.03549619691	130.323927968157	109.678356016084
gene-YBL106C	179.347638575372	109.345970232513	44.5008534525415	63.4077995717983
gene-YBL105C	1363.98598811269	818.48674776984	410.043578241275	359.882105677774
gene-YBL104C	146.984154922673	180.635254746848	174.824781420699	191.080260871771
gene-YBL103C	381.619411404738	199.931602434938	178.003413810166	218.499849875791
gene-YBL102W	546.133786639289	446.496045116095	146.217089915493	209.074366155659
gene-YBL101C	569.057920893284	293.197282927376	136.681192747092	115.676391110713
gene-YBL100W-C	12.136306369762	7.50413521203521	3.17863238946725	1.71372431275131
gene-YBL100W-A	0	0	0	0
gene-YBL100W-B	13.4847848552911	6.43211589603018	25.429059115738	26.5627268476452
gene-YNCB0002W	0	0.536009658002515	0	0
gene-YBL099W	7060.63335023042	9573.13249192492	902.731598608698	1019.66596608703
gene-YBL098W	91.0222977732149	164.01895534877	82.6444421261484	111.392080328835
gene-YBL097W	19.5529380401721	43.4167822982037	19.0717943368035	18.8509674402644
gene-YBL095W	291.945592117052	356.446422571672	877.30253949296	876.569985972293
gene-YBL093C	201.597533586602	149.010684924699	2056.57515598531	1612.61457829898
gene-YBL092W	1337.69065764488	2263.56878574462	13184.9671515101	15410.6658824161
gene-YBL091C-A	72.1435989758074	127.570298604599	38.143588673607	52.2685915389148
gene-YBL091C	951.351571540787	1215.6699043497	794.658097366812	926.267991042081
gene-YBL090W	230.589821025478	471.688499042213	247.933326378445	234.780230846929
gene-YBL089W	43.1513115369315	43.4167822982037	225.682899652175	205.646917530157
gene-YBL088C	383.642129133032	239.596317127124	206.611105315371	256.20178475632
gene-YBL087C	206.991447528718	473.296528016221	4001.89817833926	4427.406761993
gene-YBL086C	455.785728108839	317.853727195491	184.3606785891	168.801844806004
gene-YBL085W	149.006872650967	191.355447906898	184.3606785891	174.799879900633
gene-YBL084C	362.066473364566	204.755689356961	467.258961251685	320.466446484494
gene-YBL082C	139.567523252263	251.388529603179	305.148709388856	337.603689612007
gene-YBL081W	22.2498950112303	29.4805311901383	740.621346745869	635.791720030734
gene-YBL080C	43.1513115369315	83.6175066483923	19.0717943368035	58.2666266335444
gene-YBL079W	198.900576615544	242.276365417137	635.726477893449	629.793684936105
gene-YBL078C	3253.20434633898	1329.30395184624	228.861532041642	116.533253267089
gene-YBL076C	258.233629978824	511.353213734399	3089.63068256216	2565.4452961887
gene-YBL075C	15954.5232015377	1641.7975824617	956.768349229641	329.891930204626
gene-YBL074C	129.453934610795	52.5289464842465	120.788030799755	81.401904855687
gene-YNCB0003W	2.69695697105822	4.28807726402012	3.17863238946725	6.85489725100522
gene-YBL072C	1294.53934610795	1819.21677926054	5769.21778688305	5794.95876356854
gene-YBL071C-B	4.71967469935188	4.82408692202263	31.7863238946725	31.7038997858992
gene-YBL071W-A	218.453514655716	88.441593570415	680.227331345991	682.919138631395
gene-YBL071C	94.3934939870377	47.7048595622238	279.719650273118	321.32330864087
gene-YBL069W	91.0222977732149	102.37784467848	746.978611524803	713.766176260919
gene-YBL068W	192.158184187898	279.26103181931	988.554673124314	999.101274334011
gene-YBL067C	670.868046550732	362.3425288097	289.255547441519	296.474306105976
gene-YBL066C	341.165056838865	440.063929220065	212.968370094306	179.084190682511
gene-YBL064C	7735.54683223774	3844.26126719404	492.688020367423	521.829053232772
gene-YBL063W	47.8709862362834	62.1771203282917	28.6076915052052	41.1293835060313
gene-YBL061C	105.855561114035	99.1617867304653	451.365799304349	459.27811581735
gene-YBL060W	107.204039599564	101.841835020478	158.931619473362	162.803809711374
gene-YBL059C-A	148.332633408202	301.773437455416	44.5008534525415	83.1156291684383
gene-YBL059W	25.6210912250531	54.6729851162565	63.5726477893449	53.9823158516661
gene-YBL058W	1826.51410864918	1397.91318807056	400.507681072873	483.270256195868
gene-YBL057C	114.620671269974	198.859583118933	228.861532041642	305.042927669732
gene-YBL056W	322.960597284222	734.869241121448	629.369213114515	564.672161051555
gene-YBL055C	195.529380401721	149.010684924699	343.292298062463	269.911579258331
gene-YBL054W	204.968729800425	107.201931600503	1271.4529557869	954.544442202477
gene-YBL052C	50.5679432073416	47.7048595622238	123.966663189223	106.250907390581
gene-YBL051C	372.854301248799	467.936431436196	225.682899652175	178.227328526136
gene-YBL050W	1469.16730998396	979.289645170595	530.83160904103	511.546707356265
gene-YBL049W	1554.79569381506	379.494837865781	419.579475409677	254.488060443569
gene-YBL048W	393.081478531735	108.273950916508	101.716236462952	88.2568021066922
gene-YBL047C	1616.8257041494	1227.99812648376	279.719650273118	265.627268476452
gene-YBL046W	142.938719466086	152.762752530717	133.502560357624	124.24501267447
gene-YBL045C	5091.85476135792	5359.02456070914	638.905110282917	647.787790219993
gene-YBL044W	1.34847848552911	0.536009658002515	3.17863238946725	5.99803509462957
gene-YBL043W	69.4466420047491	89.51361288642	120.788030799755	76.2607319174331
gene-YBL042C	238.680691938652	107.201931600503	2876.66231246786	1957.93002731837
gene-YBL041W	1668.74212584227	1600.52483879551	667.512801788122	773.746527207214
gene-YBL040C	219.12775389848	285.157138057338	270.183753104716	311.897824920738
gene-YBL039W-B	180.696117060901	112.562028180528	9.53589716840174	11.1392080328835
gene-YBL039C	31.0150051671695	79.3294293843722	4316.58278489652	3747.05820983073
gene-YBL038W	292.619831359817	498.488981942339	371.899989567668	383.017383899917
gene-YBL037W	175.302203118784	159.194868426747	82.6444421261484	108.821493859708
gene-YBL036C	366.786148063918	303.917476087426	791.479464977344	885.995469692425
gene-YBL035C	22.2498950112303	79.8654390423747	54.0367506209432	37.7019348805287
gene-YBL034C	79.5602306462175	78.2574100683672	66.7512801788122	119.960701892591
gene-YBL033C	412.634416571907	406.295320765906	1246.02389667116	873.14253734679
gene-YBL032W	96.4162117153313	154.906791162727	327.399136115126	322.180170797245
gene-YBL031W	2.69695697105822	13.4002414500629	9.53589716840174	26.5627268476452
gene-YBL030C	1604.01515853688	4360.43856785046	1296.88201490264	1271.58344006147
gene-YBL029C-A	1131.37344935892	904.784302708245	238.397429210043	173.943017744258
gene-YBL029W	305.430376972343	219.227950123029	1462.17089915493	1042.80124430917
gene-YBL028C	35.7346798665214	43.9527919562062	1665.60337208084	1685.44786159091
gene-YBL027W	1693.0147385818	2612.51107310426	11338.1817332297	12726.1167464912
gene-YBL026W	418.702569756788	376.814789575768	568.975197714637	506.405534418011
gene-YBL025W	76.8632736751592	53.6009658002515	178.003413810166	160.233223242247
gene-YBL024W	77.5375129179238	155.442800820729	2307.68711475322	1856.82029286604
gene-YBL023C	94.3934939870377	175.275158166822	330.577768504594	195.364571653649
gene-YBL022C	546.133786639289	875.303771518107	238.397429210043	241.635128097934
gene-YBL021C	29.6665266816404	75.0413521203521	114.430766020821	114.819528954337
gene-YBL020W	127.431216882501	135.074433816634	244.754693988978	292.189995324098
gene-YBL019W	200.923294343837	195.643525170918	133.502560357624	101.109734452327
gene-YBL018C	17.5302203118784	28.4085118741333	79.4658097366812	80.5450426993114
gene-YBL017C	740.988927798246	696.812555403269	206.611105315371	204.790055373781
gene-YBL016W	28.3180481961113	16.0802897400754	3.17863238946725	4.28431078187826
gene-YBL015W	3427.15807097223	2204.07171370634	263.826488325781	159.376361085871
gene-YNCB0004W	0	0	0	0
gene-YNCB0005C	0	0	0	0
gene-YBL014C	86.9768623166276	88.441593570415	505.402549925292	502.978085792508
gene-YBL013W	13.4847848552911	12.3282221340578	12.714529557869	13.7097945020104
gene-YBL011W	132.150891581853	140.434530396659	441.829902135947	401.868351340181
gene-YBL010C	24.9468519822885	78.2574100683672	60.3940153998777	72.8332832919305
gene-YBL009W	60.6815318488099	152.762752530717	114.430766020821	112.248942485211
gene-YBL008W-A	0.674239242764555	1.07201931600503	3.17863238946725	0
gene-YBL008W	33.7119621382277	37.520676060176	98.5376040734846	108.821493859708
gene-YBL007C	1268.91825488289	1032.35460131284	362.364092399266	373.591900179785
gene-YBL006C	283.854721203878	324.285843091521	289.255547441519	286.191960229468
gene-YBL005W	123.385781425914	101.841835020478	155.752987083895	152.521463834866
gene-YBL005W-A	0	0	0	0
gene-YBL005W-B	5.39391394211644	2.68004829001257	3.17863238946725	2.57058646912696
gene-YNCB0006W	0	0	0	0
gene-YBL004W	190.135466459604	174.73914850882	1458.99226676547	1257.87364555946
gene-YBL003C	71.4693597330428	1684.1423454439	57.2153830104104	1539.78129500705
gene-YBL002W	51.2421824501062	1087.0275864291	216.147002483773	1845.68108483316
gene-YBL001C	1409.16001737792	940.160940136411	155.752987083895	136.241082863729
gene-YBR001C	376.899736705386	240.132326785127	200.253840536437	207.360641842908
gene-YBR002C	62.030010334339	53.6009658002515	464.080328862218	573.240782615312
gene-YBR003W	49.893703964577	105.593902626495	63.5726477893449	74.5470076046818
gene-YBR004C	761.216105081182	342.510171463607	327.399136115126	281.050787291214
gene-YBR005W	806.390134346407	493.128885362314	238.397429210043	243.348852410685
gene-YBR006W	558.944332251816	438.455900246057	69.9299125682794	71.1195589791792
gene-YBR007C	45.1740292652252	62.1771203282917	171.646149031231	154.235188147617
gene-YBR008C	168.559810691139	152.762752530717	200.253840536437	158.519498929496
gene-YBR009C	280.483524990055	2360.58653384308	406.864945851808	2169.57497994315
gene-YBR010W	560.292810737345	3075.62341761843	2472.97599900552	4086.37562375549
gene-YBR011C	2242.51972143491	3514.07931786449	2479.33326378445	2854.2078428873
gene-YBR012W-A	0	0	0	0
gene-YBR012W-B	4.71967469935188	1.60802897400754	3.17863238946725	2.57058646912696
gene-YBR013C	16.8559810691139	9.64817384404527	73.1085449577467	48.8411429134122
gene-YNCB0007W	0	0	0	0
gene-YBR014C	235.30949572483	262.644732421232	511.759814704227	477.272221101239
gene-YBR015C	395.104196260029	501.705039890354	788.300832587877	680.348552162268
gene-YBR016W	1196.77465590708	789.542226237704	279.719650273118	295.6174439496
gene-YBR017C	310.150051671695	340.902142489599	1020.34099701899	937.407199074964
gene-YBR018C	16.1817418263493	8.57615452804024	3.17863238946725	6.85489725100522
gene-YBR019C	3.37119621382277	2.14403863201006	0	4.28431078187826
gene-YNCB0008W	12.136306369762	6.96812555403269	25.429059115738	17.9941052838887
gene-YBR020W	0	0	0	0
gene-YBR021W	88.9995800449212	43.4167822982037	1554.35123844948	1471.232322497
gene-YBR022W	66.0754457909264	79.8654390423747	130.323927968157	113.962666797962
gene-YBR023C	121.36306369762	106.129912284498	543.546138598899	434.429113282456
gene-YBR024W	189.46122721684	277.653002845303	92.1803392945502	70.2626968228035
gene-YBR025C	4123.64720874802	3586.44062169483	4977.73832190571	4867.83391037008
gene-YBR026C	8384.83922302	4182.48336139362	553.082035767301	330.748792361002
gene-YBR027C	43.1513115369315	12.3282221340578	28.6076915052052	10.2823458765078
gene-YBR028C	22.2498950112303	32.1605794801509	505.402549925292	407.009524278435
gene-YBR029C	788.859914034529	754.165588809538	648.441007451318	575.811369084439
gene-YBR030W	99.1131686863895	122.746211682576	381.43588673607	343.601724706637
gene-YBR031W	617.603146372332	1361.46453132639	3277.16999354073	3211.51936209595
gene-YBR032W	4.71967469935188	3.7520676060176	6.35726477893449	19.70782959664
gene-YBR033W	82.2571876172757	137.754482106646	76.2871773472139	161.090085398623
gene-YBR034C	91.0222977732149	73.4333231463445	2244.11446696388	1443.81273349297
gene-YBR035C	1127.32801390234	1069.33926771502	464.080328862218	460.134977973725
gene-YNCB0009C	0.674239242764555	1.07201931600503	6.35726477893449	2.57058646912696
gene-YNCB0010W	562.989767708403	754.165588809538	178.003413810166	167.944982649628
gene-YBR036C	2441.42029805045	1724.87907945209	737.442714356401	678.634827849517
gene-YBR037C	44.4997900224606	145.794626976684	54.0367506209432	61.694075259047
gene-YBR038W	268.347218620293	324.285843091521	28.6076915052052	54.8391780080418
gene-YBR039W	5277.27055311817	5082.97958683785	600.76152160931	651.215238845496
gene-YBR040W	0	0.536009658002515	0	0.856862156375653
gene-YBR041W	99.1131686863895	103.985873652488	181.182046199633	206.503779686532
gene-YBR042C	15.5075025835848	29.4805311901383	98.5376040734846	113.962666797962
gene-YBR043C	601.421404545983	277.653002845303	368.721357178201	349.599759801266
gene-YBR044C	144.961437194379	130.250346894611	117.609398410288	114.819528954337
gene-YNCB0011C	0	0.536009658002515	0	0
gene-YBR045C	351.952884723098	130.786356552614	44.5008534525415	41.1293835060313
gene-YBR046C	2501.4275906565	1951.61116478716	232.040164431109	272.482165727458
gene-YBR047W	281.832003475584	433.095803666032	79.4658097366812	99.3960101395757
gene-YBR048W	796.276545704939	1201.73365324164	6010.79384848256	6411.04265400263
gene-YBR049C	296.665266816404	376.278779917765	251.111958767912	228.782195752299
gene-YBR050C	3288.9390262055	1473.49054984891	184.3606785891	89.9705264194435
gene-YBR052C	341.839296081629	637.851493022993	34.9649562841397	93.3979750449462
gene-YBR053C	1741.55996406085	1500.29103274904	108.073501241886	112.248942485211
gene-YBR054W	7661.38051553364	2936.79691619578	2523.83411723699	2473.76104545651
gene-YBR055C	74.8405559468656	94.8737094664451	416.400843020209	324.750757266372
gene-YNCB0012W	0	0	3.17863238946725	0
gene-YBR056W	2508.84422232691	1724.87907945209	158.931619473362	138.811669332856
gene-YNCB0013W	0	0	0	0
gene-YBR056W-A	908.200260003855	426.663687770002	79.4658097366812	82.2587670120627
gene-YBR057C	531.974762541234	349.47829701764	435.472637357013	332.462516673753
gene-YBR058C	904.154824547268	567.098218166661	381.43588673607	365.023278616028
gene-YBR058C-A	384.316368375796	376.278779917765	356.006827620332	309.327238451611
gene-YBR059C	1438.82654405956	900.496225444225	171.646149031231	183.36850146439
gene-YBR060C	91.6965370159794	145.258617318682	305.148709388856	287.048822385844
gene-YBR061C	82.9314268600402	86.2975549384049	940.875187282305	790.883770334727
gene-YBR062C	607.489557730864	509.209175102389	190.717943368035	192.793985184522
gene-YBR063C	82.2571876172757	58.4250527222741	527.652976651563	587.807439273698
gene-YBR065C	125.408499154207	67.0012072503144	432.294004967546	344.458586863012
gene-YBR066C	93.0450155015086	208.507756962978	89.0017069050829	92.5411128885705
gene-YBR067C	21721.2914449029	6608.99908317101	1331.84697118678	588.664301430073
gene-YBR068C	4349.51735507414	1232.82221340578	5457.71181271526	3121.5488356765
gene-YBR069C	5.39391394211644	2.14403863201006	15.8931619473362	9.42548372013218
gene-YNCB0014W	8.76511015593921	3.21605794801509	50.8581182314759	23.1352782221426
gene-YBR070C	81.5829483745111	202.075641066948	9.53589716840174	17.1372431275131
gene-YBR071W	709.973922631076	769.709868891611	60.3940153998777	77.1175940738087
gene-YBR072W	84401.268409267	49127.9652042205	4589.9451703907	2801.08238919201
gene-YBR072C-A	1.34847848552911	0	0	2.57058646912696
gene-YBR073W	20.2271772829366	31.0885601641459	28.6076915052052	13.7097945020104
gene-YBR074W	113.94643202721	125.962269630591	492.688020367423	418.148732311318
gene-YBR076W	192.832423430663	79.3294293843722	9.53589716840174	13.7097945020104
gene-YBR077C	476.68714463454	346.262239069625	219.32563487324	173.086155587882
gene-YBR078W	2470.41258548933	4536.24973567528	1811.82046199633	1939.0790598781
gene-YBR079C	734.920774613365	970.177480984552	2851.23325335212	2259.5455063626
gene-YBR080C	142.938719466086	268.004829001257	371.899989567668	305.899789826108
gene-YBR081C	357.346798665214	407.903349739914	244.754693988978	270.768441414706
gene-YNCB0015W	0	0	0	0
gene-YNCB0016W	0	0	0	0
gene-YBR082C	798.299263433233	2369.16268837112	2260.00762891121	2022.19468904654
gene-YBR083W	255.536673007766	134.002414500629	114.430766020821	86.5430777939409
gene-YBR084W	78.8859914034529	333.398007277564	1401.77688375506	1306.71478847287
gene-YBR084C-A	1874.38509488546	2251.77657326857	7997.43909189959	8856.52724829875
gene-YBR085W	1.34847848552911	3.21605794801509	25.429059115738	13.7097945020104
gene-YBR085C-A	10715.0100460143	6879.68396046228	1198.34441082915	970.824823173615
gene-YBR086C	663.451414880322	552.08994774259	343.292298062463	349.599759801266
gene-YBR087W	52.5906609356353	215.475882517011	85.8230745156157	121.674426205343
gene-YBR088C	27.6438089533467	240.668336443129	28.6076915052052	65.1215238845496
gene-YBR089C-A	687.724027619846	644.819618577025	57.2153830104104	59.12348878992
gene-YBR090C	26.2953304678176	17.1523090560805	3.17863238946725	3.42744862550261
gene-YBR091C	20.2271772829366	31.0885601641459	82.6444421261484	107.107769546957
gene-YBR092C	50.5679432073416	117.922124760553	60.3940153998777	65.9783860409253
gene-YBR093C	120.688824454855	92.7296708344351	54.0367506209432	30.8470376295235
gene-YBR094W	165.188614477316	141.506549712664	95.3589716840174	89.9705264194435
gene-YBR095C	212.385361470835	255.6766068672	267.005120715249	274.195890040209
gene-YBR096W	34.3862013809923	90.585632202425	158.931619473362	239.921403785183
gene-YBR097W	196.87785888725	152.762752530717	34.9649562841397	50.5548672261635
gene-YBR098W	82.2571876172757	87.9055839124124	63.5726477893449	55.6960401644174
gene-YBR101C	4383.90355645514	8774.47810150117	616.654683556646	808.877875618616
gene-YBR102C	159.794700535199	172.059100218807	152.574354694428	155.948912460369
gene-YBR103W	314.869726371047	309.813582325454	174.824781420699	167.088120493252
gene-YBR104W	158.44622204967	116.850105444548	387.793151515004	486.697704821371
gene-YBR105C	159.794700535199	149.010684924699	5476.78360705207	3870.44636034882
gene-YBR106W	192.158184187898	756.309627441549	2673.22983954195	2699.11579258331
gene-YBR107C	38.4316368375796	39.6647146921861	101.716236462952	121.674426205343
gene-YBR108W	405.217784901497	307.133534035441	162.11025186283	132.813634238226
gene-YBR109C	1962.71043568762	1769.9038907243	870.945274714026	982.820893362874
gene-YBR110W	173.279485390491	234.236220547099	149.395722304961	137.097945020104
gene-YBR111C	902.806346061739	861.367520410041	216.147002483773	257.915509069071
gene-YBR111W-A	147.658394165437	145.794626976684	197.075208146969	182.511639308014
gene-YBR112C	105.855561114035	172.59510987681	387.793151515004	391.586005463673
gene-YBR114W	114.620671269974	82.5454873323873	1223.77346994489	937.407199074964
gene-YBR115C	452.414531895016	375.742770259763	575.332462493572	517.544742450894
gene-YBR117C	1374.77381599693	604.082884568834	193.896575757502	162.803809711374
gene-YBR118W	5611.01897828662	7645.10575208987	9767.93733283285	9580.57577043617
gene-YBR119W	344.536253052687	294.805311901383	397.329048683406	389.015418994546
gene-YBR120C	242.051888152475	272.82891592328	111.252133631354	112.248942485211
gene-YBR121C	1063.2752858397	1936.06688470508	3254.91956681446	2677.69423867391
gene-YBR122C	190.809705702369	502.241049548356	292.434179830987	340.174276081134
gene-YBR123C	221.150471626774	205.827708672966	139.859825136559	138.811669332856
gene-YBR125C	303.40765924405	213.331843885001	114.430766020821	138.811669332856
gene-YBR126C	4112.18514162102	3010.76624900013	314.684606557257	227.068471439548
gene-YBR126W-A	610.860753944687	681.804284979199	276.54101788365	274.195890040209
gene-YBR127C	4807.32580091128	3372.57276815182	2466.61873422658	2314.38468437064
gene-YBR128C	210.362643742541	140.970540054661	12.714529557869	30.8470376295235
gene-YBR129C	494.217364946419	232.628191573091	203.432472925904	206.503779686532
gene-YBR130C	60.6815318488099	129.178327578606	228.861532041642	294.760581793225
gene-YBR131W	14.8332633408202	23.0484152941081	152.574354694428	133.670496394602
gene-YBR132C	431.513115369315	294.805311901383	25.429059115738	33.4176240986505
gene-YBR133C	93.7192547442731	95.4097191244476	209.789737704838	249.346887505315
gene-YBR135W	138.893284009498	162.410926374762	241.576061599511	287.905684542219
gene-YBR136W	101.135886414683	85.2255356223999	73.1085449577467	53.1254536952905
gene-YBR137W	493.543125703654	612.123029438872	63.5726477893449	125.101874830845
gene-YBR138C	206.317208285954	161.874916716759	22.2504267262707	17.9941052838887
gene-YBR139W	2222.96678339474	1271.41490878197	123.966663189223	74.5470076046818
gene-YBR140C	1141.48703800039	644.283608919023	178.003413810166	171.372431275131
gene-YBR141C	45.8482685079897	63.7851493022993	435.472637357013	311.040962764362
gene-YBR142W	126.756977639736	129.178327578606	1417.67004570239	1085.64435212795
gene-YBR143C	679.633156706671	1068.26724839901	4157.65116542316	3590.25243521398
gene-YBR144C	3.37119621382277	0	0	1.71372431275131
