	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-YBL081W	gene-YBL081W	357.035873244493	4.72679776894499	0.455259625955542	10.3826421221165	2.97427781545543e-25	1.56441614228171e-23
gene-YOR078W	gene-YOR078W	904.649688836207	4.23762704313362	0.408146243096228	10.3826192567318	2.97499043675296e-25	1.56441614228171e-23
gene-YHR169W	gene-YHR169W	483.079534902	4.45504107439712	0.429455461977058	10.3736975515173	3.26635958261833e-25	1.70229829319136e-23
gene-YLR363W-A	gene-YLR363W-A	425.699198393392	4.66029240528333	0.449428517754529	10.3693740409876	3.41756046230307e-25	1.76533632021797e-23
gene-YDR321W	gene-YDR321W	470.131128424886	4.75628642367962	0.459130759642496	10.3593286308744	3.79617169206656e-25	1.94370650584145e-23
gene-YBR195C	gene-YBR195C	207.16641257632	5.21639452390308	0.504303442145039	10.3437614895415	4.4665400890158e-25	2.26706039126828e-23
gene-YBR169C	gene-YBR169C	4154.67241468927	-4.14195594352396	0.401777105730307	-10.3090890059431	6.41060934934153e-25	3.22575230794021e-23
gene-YKL068W-A	gene-YKL068W-A	235.056456431198	5.10684300448889	0.495831004293612	10.299563682518	7.07816098175779e-25	3.53121586756583e-23
gene-YPL211W	gene-YPL211W	929.040462198532	4.82121442544142	0.468250184447119	10.2962360412821	7.32724178904333e-25	3.6245008748005e-23
gene-YPR010C	gene-YPR010C	2468.66242741872	4.49238617007005	0.438472416318316	10.2455388363786	1.23932383164661e-24	6.07893546665652e-23
gene-YLL012W	gene-YLL012W	332.124966026517	4.61253720576295	0.450985587961496	10.2276820565644	1.49044007446983e-24	7.24974892890033e-23
gene-YCL040W	gene-YCL040W	5517.41419369146	-4.02863953821812	0.395251027646836	-10.1926099021247	2.13942121244181e-24	1.03204972041511e-22
gene-YBR034C	gene-YBR034C	963.095705344103	4.4861944333725	0.440409190042812	10.1864232963358	2.27998722118425e-24	1.09084306639774e-22
gene-YJR073C	gene-YJR073C	5524.73049112565	-4.00906442215978	0.394683897481813	-10.1576589461558	3.06343730397675e-24	1.45376288970019e-22
gene-YPL231W	gene-YPL231W	4931.22786352643	-4.10071875235235	0.404120192988256	-10.1472750520821	3.40744784279929e-24	1.60397363374351e-22
gene-YDR528W	gene-YDR528W	159.925521488266	5.93406173208558	0.585057776836691	10.142693537329	3.57114473877259e-24	1.64999867078706e-22
gene-YJR097W	gene-YJR097W	267.017962698246	4.82456639499474	0.475693302268886	10.142178525498	3.5900262324817e-24	1.64999867078706e-22
gene-YDL060W	gene-YDL060W	1255.58675969677	4.12114746269977	0.40631287500857	10.1427931925929	3.567502527362e-24	1.64999867078706e-22
gene-YDR343C	gene-YDR343C	1003.45347395875	-4.2907882691316	0.423271483793946	-10.137201378821	3.77767211304732e-24	1.72267750967635e-22
gene-YNL175C	gene-YNL175C	920.011237050403	4.58311753475281	0.453336957735627	10.1097372639659	5.0018232051602e-24	2.26322806577675e-22
gene-YDL014W	gene-YDL014W	4113.81687348343	4.68339528381276	0.463649737197582	10.1011494412149	5.45984380432462e-24	2.45146986814176e-22
gene-YBR187W	gene-YBR187W	833.053551584697	5.03965266265098	0.499031169599213	10.0988735166552	5.5880375954488e-24	2.48987598814005e-22
gene-YEL011W	gene-YEL011W	3247.2199688387	-4.42657994467355	0.438480186183453	-10.0952792946077	5.79658300642411e-24	2.56323144003769e-22
gene-YGL029W	gene-YGL029W	806.7071306946	5.13896018546599	0.510051620981197	10.0753727153735	7.09911220476198e-24	3.1156028525711e-22
gene-YLR002C	gene-YLR002C	494.472349442946	4.45173166551993	0.441925114933493	10.0734977829669	7.23580218082679e-24	3.15189383055866e-22
gene-YPL126W	gene-YPL126W	1224.16374297219	4.46177831810441	0.443604290997752	10.0580143354092	8.46892091362802e-24	3.66171047206272e-22
gene-YOL077C	gene-YOL077C	1625.67093379038	4.52990465642852	0.450667148141934	10.0515528480498	9.04310382162784e-24	3.88122036815012e-22
gene-YGL157W	gene-YGL157W	238.136058641534	5.40400185502219	0.538105705351585	10.0426399521101	9.89887912331756e-24	4.21750054327041e-22
gene-YNR054C	gene-YNR054C	550.029406938896	4.2558972175286	0.424114290389593	10.0347885321646	1.07188835390284e-23	4.53377704473252e-22
gene-YDL039C	gene-YDL039C	373.996629002148	4.57840544723984	0.457118096825145	10.0158044038041	1.29900828370591e-23	5.45490025323122e-22
gene-YLR333C	gene-YLR333C	2602.21048832595	3.98551340109608	0.397952391461854	10.0150507613625	1.3089469821073e-23	5.45737395325736e-22
gene-YDR496C	gene-YDR496C	1260.39110027426	4.41785536182773	0.44156124593699	10.0050794821295	1.44775387838969e-23	5.99329034621321e-22
gene-YPR110C	gene-YPR110C	1393.02683594645	4.06024525054693	0.405940197152044	10.0020773479256	1.49233167382618e-23	6.13432392966438e-22
gene-YIL104C	gene-YIL104C	296.871402120944	4.63735123742292	0.464660080105898	9.98009391374021	1.86290375964237e-23	7.60403443708567e-22
gene-YMR186W	gene-YMR186W	8247.46890628863	-3.87679496132757	0.38913846435785	-9.96250773545348	2.22381318025717e-23	9.01416495358409e-22
gene-YDR222W	gene-YDR222W	940.314475092673	4.20633006645201	0.422961200202522	9.94495491415747	2.65294131984556e-23	1.06063140300949e-21
gene-YLR051C	gene-YLR051C	634.827287403692	4.16636765089079	0.418942385800052	9.94496568527986	2.65265433861756e-23	1.06063140300949e-21
gene-YLR174W	gene-YLR174W	1448.22587147751	-4.43532545995569	0.447356293106419	-9.91452568858932	3.59962076198755e-23	1.4293188018858e-21
gene-YOR047C	gene-YOR047C	204.950698718983	5.16169860598442	0.521101221778533	9.90536653966653	3.94520720555296e-23	1.55595773370356e-21
gene-YDR299W	gene-YDR299W	997.587331897787	3.99693712684532	0.40356551189301	9.90406020597954	3.99710227024825e-23	1.56584469472745e-21
gene-YHR021W-A	gene-YHR021W-A	164.639980158487	6.13667983585302	0.62053537801555	9.88933113769903	4.63111707670841e-23	1.80212202511647e-21
gene-YNR034W-A	gene-YNR034W-A	8241.7408865226	-3.87071219244421	0.392670722715294	-9.85739951702655	6.36772077691046e-23	2.46148252813419e-21
gene-YBR267W	gene-YBR267W	568.554746239764	4.19755693961941	0.425966861315703	9.85418660656893	6.57468706246581e-23	2.52476634102717e-21
gene-YDR171W	gene-YDR171W	8892.84237269361	-4.09454503397515	0.415605275195298	-9.8520044820198	6.71903663039975e-23	2.56333443213355e-21
gene-YKL024C	gene-YKL024C	914.842858826576	4.26535733117861	0.433073237232333	9.84904391330549	6.91990880460722e-23	2.62282517483716e-21
gene-YJR070C	gene-YJR070C	2607.57324507844	4.33385227566508	0.440130076021079	9.84675329358205	7.07939473704251e-23	2.66596303742691e-21
gene-YNL077W	gene-YNL077W	2130.57901807619	-3.96183971884042	0.402391011784578	-9.84574605995774	7.15067083795155e-23	2.67554267186687e-21
gene-YFR015C	gene-YFR015C	887.65811278111	-4.21109000912876	0.427761896769826	-9.84447198529864	7.24184819589701e-23	2.69239923053827e-21
gene-YNL123W	gene-YNL123W	619.84520939933	4.33374203617662	0.440739625894047	9.8328849542075	8.1257014873152e-23	3.00188098616828e-21
gene-YNL015W	gene-YNL015W	3242.40260758391	-4.02750663551001	0.41039258648143	-9.81378993719287	9.82091557289017e-23	3.60532605024905e-21
gene-YGR008C	gene-YGR008C	3074.09252600346	-4.66292912550172	0.475401001991146	-9.80841248960717	1.03585296006533e-22	3.77892107993834e-21
gene-YPL240C	gene-YPL240C	10677.0440270162	-4.10289132602927	0.418630769194613	-9.80074000275388	1.11763822774532e-22	4.05195921450275e-21
gene-YGR090W	gene-YGR090W	655.350223047461	4.07819368871197	0.416369871068424	9.79464166858935	1.18717604098609e-22	4.27749787113323e-21
gene-YCL064C	gene-YCL064C	1445.0427941792	-4.01064639896185	0.412206957433006	-9.72969118216226	2.25275825679848e-22	8.06708585578696e-21
gene-YIL118W	gene-YIL118W	639.916498877044	4.69022699032825	0.482608047185321	9.71850141679714	2.51454857706525e-22	8.89540608747264e-21
gene-YBR155W	gene-YBR155W	458.46025800792	4.17600470761133	0.429692966801768	9.71857821805554	2.51265297145424e-22	8.89540608747264e-21
gene-YNL194C	gene-YNL194C	2110.87444093017	-4.45450111143278	0.458751521208725	-9.71005196821146	2.73197788385723e-22	9.60635837835824e-21
gene-YLR304C	gene-YLR304C	5991.50422278547	-3.98765534428672	0.410800373599597	-9.70703923500676	2.81392178004806e-22	9.8352463653536e-21
gene-YOL010W	gene-YOL010W	666.396488728315	4.16653540813009	0.429446352537723	9.70210920062268	2.95329294741379e-22	1.02609350797942e-20
gene-YGR081C	gene-YGR081C	441.778619850479	4.18039156923199	0.431256025673826	9.69352616627268	3.21242036011206e-22	1.10952057053101e-20
gene-YCR057C	gene-YCR057C	1013.23301892698	4.19095352594583	0.432460374761865	9.69095383190562	3.29437468000892e-22	1.13113323571836e-20
gene-YNR016C	gene-YNR016C	3126.77954476595	-3.85519855239768	0.397881410035094	-9.6893155979759	3.34764367605618e-22	1.14270152848771e-20
gene-YOL016C	gene-YOL016C	1512.47045404158	-4.04961737591407	0.418191676820924	-9.68363934619429	3.53889215498374e-22	1.20096008771163e-20
gene-YIL169C	gene-YIL169C	2963.32843474492	-4.09996007769654	0.42460752816001	-9.65588173969328	4.641489570276e-22	1.56603321512723e-20
gene-YIL155C	gene-YIL155C	6254.77904133678	-4.548719739163	0.471130087355377	-9.65491243553687	4.68559403483544e-22	1.57182829777784e-20
gene-YMR229C	gene-YMR229C	1930.02104934969	4.04316192546373	0.418822514855238	9.65364034180736	4.74410561959528e-22	1.58236254294729e-20
gene-YDR324C	gene-YDR324C	839.791733565302	4.12795973900727	0.427841921514455	9.64832928104688	4.99630668600554e-22	1.65701375717127e-20
gene-YBR021W	gene-YBR021W	789.499980822401	4.51850189596893	0.469674507980594	9.62049636331471	6.55142490267922e-22	2.16048966988354e-20
gene-YBR247C	gene-YBR247C	890.000400127032	3.91430472952087	0.408709069255373	9.5772397139421	9.96731240002282e-22	3.26849452128838e-20
gene-YPL012W	gene-YPL012W	1252.90658894692	4.26821452401415	0.446797200183678	9.55291242259237	1.26100477333335e-21	4.11200271617138e-20
gene-YGL009C	gene-YGL009C	5116.50640420624	4.9575268755583	0.519538075823644	9.5421820002296	1.39858154917911e-21	4.53528916808804e-20
gene-YBR214W	gene-YBR214W	1587.09513868731	-4.23752865899378	0.444230980492806	-9.53902101625802	1.44186965356862e-21	4.64983047949172e-20
gene-YDL130W-A	gene-YDL130W-A	1483.56020940656	-4.26511205939604	0.447528074572351	-9.5303787666767	1.56710406765079e-21	5.02592661696574e-20
gene-YPL226W	gene-YPL226W	2309.14195210507	4.2234163978511	0.443349453311967	9.52615677385138	1.63213910660393e-21	5.1776065028517e-20
gene-YHR170W	gene-YHR170W	1724.26591827801	3.86719640777624	0.405932260685521	9.52670379349865	1.62356463658796e-21	5.1776065028517e-20
gene-YPL004C	gene-YPL004C	3292.22574055619	-3.97794803970966	0.417858845394863	-9.5198368624951	1.73451137278421e-21	5.47261777456294e-20
gene-YPL245W	gene-YPL245W	403.812311185606	4.99465166882748	0.525105873075855	9.51170406754518	1.87564445007747e-21	5.88609497586139e-20
gene-YLL008W	gene-YLL008W	1387.05280091165	4.13149664093126	0.43440126903759	9.51078400411796	1.89230934710029e-21	5.90663618129645e-20
gene-YER126C	gene-YER126C	1729.57673396224	3.76873281072629	0.396610380087893	9.50235546001367	2.05195395656584e-21	6.37088044918872e-20
gene-YDR399W	gene-YDR399W	2785.72777676737	4.42749214303914	0.466061973072914	9.49979272895211	2.10308485933337e-21	6.49508271107348e-20
gene-YGL225W	gene-YGL225W	414.372025947665	4.55505649501917	0.480877856976095	9.47237729693511	2.73545970914526e-21	8.4036201696215e-20
gene-YNL055C	gene-YNL055C	7642.75715611074	-3.83871651915101	0.405457836048589	-9.46760964484354	2.86320589586247e-21	8.75001718018285e-20
gene-YOR306C	gene-YOR306C	593.317147952468	4.29504097554705	0.454611077145568	9.44772618061783	3.46270795667441e-21	1.05269928870357e-19
gene-YGR157W	gene-YGR157W	2079.46958038434	-3.87506064175087	0.410301198427635	-9.44442925490094	3.57346443112949e-21	1.08074154841984e-19
